ScientificName	AphiaID	Match type	ScientificName	Authority	AphiaID_accepted	ScientificName_accepted	Authority_accepted	used_aphia_id	comment
Rossithidium nodosum	574046	exact	Rossithidium nodosum	(Cleve) M.Aboal, 2003	179110	Achnanthes nodosa	Cleve, 1900	179110	
Platessa conspicua	668407	exact	Platessa conspicua	(A.Mayer) Lange-Bertalot, 2004	179014	Achnanthes conspicua var. conspicua	A.Mayer, 1919	179014	
Platessa holsatica	625452	exact	Platessa holsatica	(Hustedt) H. Lange-Bertalot in Krammer & Lange-Bertalot, 2004	611529	Achnanthes holsatica	Hustedt, 1936	611529	
Cocconeidaceae	148988	exact	Cocconeidaceae	Kützing, 1844	148988	Cocconeidaceae	Kützing, 1844	148988	
Cocconeis	148989	exact	Cocconeis	C.G. Ehrenberg, 1837	148989	Cocconeis	C.G. Ehrenberg, 1837	148989	
Cocconeis disculus	163859	exact	Cocconeis disculus	(Schumann) Cleve, 1882	163859	Cocconeis disculus	(Schumann) Cleve, 1882	163859	
Cocconeis neodiminuta	163863	exact	Cocconeis neodiminuta	Krammer, 1990	163863	Cocconeis neodiminuta	Krammer, 1990	163863	
Cocconeis neothumensis	163868	exact	Cocconeis neothumensis	Krammer, 1991	163868	Cocconeis neothumensis	Krammer, 1991	163868	
Cocconeis pediculus	149377	exact	Cocconeis pediculus	Ehrenberg, 1838	149377	Cocconeis pediculus	Ehrenberg, 1838	149377	
Cocconeis scutellum var. scutellum	163880	exact	Cocconeis scutellum var. scutellum	Ehrenberg, 1838	163880	Cocconeis scutellum var. scutellum	Ehrenberg, 1838	163880	
Cocconeis scutellum var. parva	163883	exact	Cocconeis scutellum var. parva	(Grunow) Cleve, 1895	163884	Cocconeis scutellum f. parva	Grunow, 1880	163884	
Cocconeis stauroneiformis	163885	exact	Cocconeis stauroneiformis	(W.Smith) H.Okuno, 1957	983494	Cocconeis scutellum f. stauroneiformis	Rabenhorst, 1864	983494	
Achnanthidiaceae	163530	exact	Achnanthidiaceae	D.G. Mann, 1990	163530	Achnanthidiaceae	D.G. Mann, 1990	163530	
Achnanthidium	163531	exact	Achnanthidium	F.T. Kützing, 1844	163531	Achnanthidium	F.T. Kützing, 1844	163531	
Achnanthidium subsalsum	574056	exact	Achnanthidium subsalsum	(J.B.Petersen) M.Aboal, 2003	163618	Achnanthes subsalsa	J.B.Petersen, 1928	163618	
Achnanthidium catenatum	699707	exact	Achnanthidium catenatum	(Bily & Marvan) Lange-Bertalot, 1999	611525	Achnanthes catenata	Bily & Marvan, 1959	611525	
Achnanthidium bioretii	699656	exact	Achnanthidium bioretii	(Germain) O.Monnier, Lange-Bert. & L.Ector, 2007	700441	Psammothidium bioretii	(Germain) L.N.Bukhtiyarova & Round, 1996	700441	
Achnanthidium biasolettianum	418179	exact	Achnanthidium biasolettianum	(Grunow) Bukhtiyarova, 1995	969040	Achnanthes pyrenaica var. pyrenaica	Hustedt, 1939	969040	
Achnanthidium exiguum	662108	exact	Achnanthidium exiguum	(Grunow) D.B.Czarnecki, 1994	974062	Achnanthes exigua var. exigua	Grunow in Cleve & Grunow, 1880	974062	
Achnanthes exigua var. elliptica	671766	exact	Achnanthes exigua var. elliptica	Hustedt, 1937	671766	Achnanthes exigua var. elliptica	Hustedt, 1937	671766	
Achnanthidium daonense	708730	exact	Achnanthidium daonense	(Lange-Bertalot) Lange-Bertalot, O.Monnier & L.Ector, 2007	611405	Achnanthes daonensis	Lange-Bertalot, 1989	611405	
Achnanthidium minutissimum	163594	exact	Achnanthidium minutissimum	(Kützing) Czarnecki, 1994	973710	Achnanthes minutissima var. minutissima	Kützing, 1833	973710	
Achnanthidium caledonicum	699706	exact	Achnanthidium caledonicum	(Lange-Bertalot) Lange-Bertalot, 1999	699706	Achnanthidium caledonicum	(Lange-Bertalot) Lange-Bertalot, 1999	699706	
Achnanthidium gracillimum	708289	exact	Achnanthidium gracillimum	(Meister) Lange-Bertalot, 2004	700530	Microneis gracillima	Meister, 1912	700530	
Achnanthidium helveticum	708290	exact	Achnanthidium helveticum	(Hustedt) Monnier, Lange-Bertalot & Ector, 2007	626600	Psammothidium helveticum	(Hustedt) L.N.Bukhtiyarova & Round, 1996	626600	
Achnanthidium kranzii	610369	exact	Achnanthidium kranzii	(Lange-Bertalot) Round & Bukhtiyarova, 1996	661496	Achnanthes kranzii	Lange-Bertalot, 1989	661496	
Achnanthidium kriegeri	708715	exact	Achnanthidium kriegeri	(Krasske) P.B.Ham., D.Anton. & Siver in Antoniades et al., 2008	1379953	Rossithidium kriegeri	(Krasske) Bahls, 2019	1379953	
Achnanthidium lauenburgianum	708731	exact	Achnanthidium lauenburgianum	(Hustedt) Monnier, Lange-Bertalot & Ector, 2007	179086	Achnanthes lauenburgiana	Hustedt, 1950	179086	
Achnanthidium straubianum	617264	exact	Achnanthidium straubianum	(Lange-Bertalot) Lange-Bertalot, 1999	661773	Achnanthes straubiana	Lange-Bertalot, 1996	661773	
Achnanthidium subatomoides	707997	exact	Achnanthidium subatomoides	(Hustedt) O. Monnier, H. Lange-Bertalot & L. Ector in Monnier et al., 2007	661254	Navicula subatomoides	Hustedt, 1936	661254	
Planothidium	163540	exact	Planothidium	F.E. Round & L. Bukhtiyarova, 1996	163540	Planothidium	F.E. Round & L. Bukhtiyarova, 1996	163540	
Planothidium lemmermannii	624657	exact	Planothidium lemmermannii	(Hustedt) E.A.Morales, 2006	160637	Achnanthes lemmermannii var. lemmermannii	Hustedt, 1933	160637	
Planothidium peragalloi	699431	exact	Planothidium peragalloi	(J.Brun & Héribaud-Joseph) Round & L.Bukhtiyarova, 1996	699431	Planothidium peragalloi	(J.Brun & Héribaud-Joseph) Round & L.Bukhtiyarova, 1996	699431	
Planothidium rostratum	661400	exact	Planothidium rostratum	(Østrup) Lange-Bertalot, 1999	661400	Planothidium rostratum	(Østrup) Lange-Bertalot, 1999	661400	
Planothidium pseudotanense	627794	exact	Planothidium pseudotanense	(Cleve-Euler) Lange-Bertalot, 1999	179124	Achnanthes pseudotanensis	A.Cleve-Euler, 1953	179124	
Planothidium stewartii	624656	exact	Planothidium stewartii	(Patrick) Lange-Bertalot, 2004	665049	Achnanthes stewartii	Patrick, 1945	665049	
Planothidium pericavum	627793	exact	Planothidium pericavum	(J.R.Carter) Lange-Bertalot, 1999	611527	Achnanthes pericava	J.R.Carter, 1966	611527	
Planothidium oestrupii	610725	exact	Planothidium oestrupii	(A.Cleve) Round & L.Bukhtiyarova, 1996	610725	Planothidium oestrupii	(A.Cleve) Round & L.Bukhtiyarova, 1996	610725	
Planothidium joursacense	627789	exact	Planothidium joursacense	(Héribaud-Joseph) Lange-Bertalot, 1999	610367	Achnanthes joursacense	Héribaud-Joseph, 1903	610367	
Planothidium hauckianum	656299	exact	Planothidium hauckianum	(Grunow) Round & Bukhtiyarova, 1996	656299	Planothidium hauckianum	(Grunow) Round & Bukhtiyarova, 1996	656299	
Planothidium granum	618222	exact	Planothidium granum	(M.H.Hohn & Hellerman) Lange-Bertalot, 1999	611522	Achnanthes grana	Hohn & Hellerman, 1963	611522	
Planothidium engelbrechtii	610721	exact	Planothidium engelbrechtii	(Cholnoky) Round & L.Bukhtiyarova, 1996	968974	Achnanthes engelbrechtii var. engelbrechtii	Cholnoky, 1955	968974	
Planothidium dubium	163578	exact	Planothidium dubium	(Grunow) Round & Bukhtiyarova, 1996	163578	Planothidium dubium	(Grunow) Round & Bukhtiyarova, 1996	163578	
Planothidium daui	618217	exact	Planothidium daui	(Foged) Lange-Bertalot, 1999	661344	Achnanthes daui	Foged, 1962	661344	
Planothidium cyclophorum	622427	exact	Planothidium cyclophorum	(Heiden) B. Van de Vijver in Krammer & Lange-Bertalot, 2004	634508	Achnanthes cyclophora	Heiden in Heiden & Kolbe, 1928	634508	
Planothidium calcar	661398	exact	Planothidium calcar	(Cleve) Round & Bukhtiyarova, 1996	661398	Planothidium calcar	(Cleve) Round & Bukhtiyarova, 1996	661398	
Planothidium biporomum	618214	exact	Planothidium biporomum	(M.H.Hohn & Hellerman) Lange-Bertalot, 1999	618214	Planothidium biporomum	(M.H.Hohn & Hellerman) Lange-Bertalot, 1999	618214	
Eucocconeis	574030	exact	Eucocconeis	P.T. Cleve ex F. Meister, 1912	574030	Eucocconeis	P.T. Cleve ex F. Meister, 1912	574030	
Eucocconeis laevis	627018	exact	Eucocconeis laevis	(Østrup) Lange-Bertalot, 1999	627018	Eucocconeis laevis	(Østrup) Lange-Bertalot, 1999	627018	
Achnanthes laevis var. austriaca	675341	exact	Achnanthes laevis var. austriaca	(Hustedt) Lange-Bertalot, 1989	178999	Achnanthes austriaca var. austriaca	Hust., 1922	178999	
Eucocconeis flexella	574031	exact	Eucocconeis flexella	(Kützing) Meister, 1912	163553	Cymbella flexella	Kützing, 1844	163553	
Eucocconeis alpestris	627013	exact	Eucocconeis alpestris	(Brun) Lange-Bertalot, 1999	627013	Eucocconeis alpestris	(Brun) Lange-Bertalot, 1999	627013	
Karayevia	163533	exact	Karayevia	F.E. Round & L. Bukhtiyarova ex F.E. Round, 1998	163533	Karayevia	F.E. Round & L. Bukhtiyarova ex F.E. Round, 1998	163533	
Karayevia suchlandtii	656297	exact	Karayevia suchlandtii	(Hustedt) Buktiyarova, 1999	969061	Achnanthes suchlandtii var. suchlandtii	Hustedt, 1933	969061	
Karayevia oblongella	574047	exact	Karayevia oblongella	(Østrup) M.Aboal, 2003	163595	Achnanthes oblongella	Østrup, 1902	163595	
Karayevia clevei	163534	exact	Karayevia clevei	(Grunow) Round & Bukhtiyarova, 1999	163534	Karayevia clevei	(Grunow) Round & Bukhtiyarova, 1999	163534	
Karayevia laterostrata	610483	exact	Karayevia laterostrata	(Hustedt) Round & Bukhtiyarova, 1996	179085	Achnanthes laterostrata	Hustedt, 1933	179085	
Karayevia nitidiformis	625426	exact	Karayevia nitidiformis	(Lange-Bertalot) Bukhtiyarova, 2006	611968	Achnanthes nitidiformis	Lange-Bertalot, 1989	611968	
Karayevia amoena	1292123	exact	Karayevia amoena	(Hust.) Bukht., 2006	1292123	Karayevia amoena	(Hust.) Bukht., 2006	1292123	
Karayevia bottnica	597250	exact	Karayevia bottnica	(Cleve) Lange-Bertalot, 2004	163526	Achnanthes clevei var. bottnica	Cleve, 1891	163526	
Lemnicola	447726	exact	Lemnicola	F.E. Round & P.W. Basson, 1997	447726	Lemnicola	F.E. Round & P.W. Basson, 1997	447726	
Lemnicola hungarica	447727	exact	Lemnicola hungarica	(Grunow) F.E.Round & P.W.Basson, 1997	179058	Achnanthidium hungaricum	Grunow, 1863	179058	
Psammothidium	574026	exact	Psammothidium	L. Bukhtiyarova & F.E. Round, 1996	574026	Psammothidium	L. Bukhtiyarova & F.E. Round, 1996	574026	
Psammothidium levanderi	610732	exact	Psammothidium levanderi	(Hustedt) L.Bukhtiyarova & Round, 1996	969015	Achnanthes levanderi var. levanderi	Hustedt, 1933	969015	
Psammothidium scoticum	626607	exact	Psammothidium scoticum	(R.J.Flower & V.J.Jones) L.Bukhtiyarova & Round, 1996	611412	Achnanthes scotica	R.J.Flower & V.J.Jones, 1989	611412	
Psammothidium rossii	626605	exact	Psammothidium rossii	(Hustedt) L.Bukhtiyarova & Round, 1996	179138	Achnanthes rossii	Hustedt, 1954	179138	
Psammothidium reversum	610733	exact	Psammothidium reversum	(Lange-Bertalot & Krammer) L.Bukhtiyarova & Round, 1996	610733	Psammothidium reversum	(Lange-Bertalot & Krammer) L.Bukhtiyarova & Round, 1996	610733	
Psammothidium rechtensis	618242	exact	Psammothidium rechtensis	(Leclercq) Lange-Bertalot, 1999	610368	Achnanthes rechtensis	Leclercq, 1983	610368	
Achnanthes punctulata	611410	exact	Achnanthes punctulata	Simonsen, 1959	611410	Achnanthes punctulata	Simonsen, 1959	611410	
Psammothidium perpusillum	627796	exact	Psammothidium perpusillum	(Østrup) Lange-Bertalot, 1999	665265	Pinnularia perpusilla	Østrup, 1910	665265	
Psammothidium marginulatum	670164	exact	Psammothidium marginulatum	(Grunow) L.Bukhtiyarova & Round, 1996	973665	Achnanthes marginulata var. marginulata	Grunow in Cleve & Grunow, 1880	973665	
Psammothidium lacus-vulcani	641553	exact	Psammothidium lacus-vulcani	(Lange-Bertalot & Krammer) Bukhtiyarova in Bukhtiyarova & Roun, 1996	641553	Psammothidium lacus-vulcani	(Lange-Bertalot & Krammer) Bukhtiyarova in Bukhtiyarova & Roun, 1996	641553	
Psammothidium kuelbsii	610730	exact	Psammothidium kuelbsii	(Lange-Bertalot) L.Bukhtiyarova & F.E.Round, 1996	611408	Achnanthes kuelbsii	Lange-Bertalot, 1989	611408	
Psammothidium kryophilum	622452	exact	Psammothidium kryophilum	(Petersen) E. Reichardt, 2004	179066	Achnanthes kryophila var. kryophila	J.B.Petersen, 1924	179066	
Achnanthes grischuna	959149	exact	Achnanthes grischuna	Wuthrich, 1975	959149	Achnanthes grischuna	Wuthrich, 1975	959149	
Psammothidium frigidum	626599	exact	Psammothidium frigidum	(Hustedt) L.Bukhtiyarova & Round, 1996	626599	Psammothidium frigidum	(Hustedt) L.Bukhtiyarova & Round, 1996	626599	
Psammothidium didymum	670163	exact	Psammothidium didymum	(Hustedt) L.Bukhtiyarova & Round, 1996	609696	Achnanthes didyma	Hustedt, 1933	609696	
Psammothidium curtissimum	574027	exact	Psammothidium curtissimum	(J.R.Carter) M.Aboal, 2003	1304818	Psammothidium microscopicum	(Cholnoky) S. Blanco, 2016	1304818	
Psammothidium chlidanos	618239	exact	Psammothidium chlidanos	(Hohn & Hellerman) Lange-Bertalot, 1999	661772	Achnanthes chlidanos	M.H.Hohn & Hellerman, 1963	661772	
Psammothidium altaicum	626597	exact	Psammothidium altaicum	(Poretzky) L.Bukhtiyarova, 1996	626597	Psammothidium altaicum	(Poretzky) L.Bukhtiyarova, 1996	626597	
Psammothidium acidoclinatum	618238	exact	Psammothidium acidoclinatum	(Lange-Bertalot) Lange-Bertalot, 1999	618238	Psammothidium acidoclinatum	(Lange-Bertalot) Lange-Bertalot, 1999	618238	
Psammothidium abundans	610727	exact	Psammothidium abundans	(Manguin, Bourrelly & Manguin) L.Bukhtiyarova, 1996	610727	Psammothidium abundans	(Manguin, Bourrelly & Manguin) L.Bukhtiyarova, 1996	610727	
Cymbellales	149389	exact	Cymbellales	D. G. Mann, 1990	149389	Cymbellales	D. G. Mann, 1990	149389	
Anomoeoneidaceae	149410	exact	Anomoeoneidaceae	D.G. Mann, 1990	149410	Anomoeoneidaceae	D.G. Mann, 1990	149410	
Staurophora amphioxys	175922	exact	Staurophora amphioxys	(Gregory) D.G.Mann, 1990	978465	Stauroneis amphioxys var. amphioxys	Gregory, 1856	978465	
Staurophora elata	175924	exact	Staurophora elata	(Hustedt ex Simonsen) D.G.Mann, 1990	661403	Stauroneis elata	Hustedt, 1987	661403	
Staurophora salina	175926	exact	Staurophora salina	(W.Smith) Mereschkowsky, 1903	175926	Staurophora salina	(W.Smith) Mereschkowsky, 1903	175926	
Anomoeoneis	149411	exact	Anomoeoneis	E. Pfitzer, 1871	149411	Anomoeoneis	E. Pfitzer, 1871	149411	
Anomoeoneis sphaerophora	149412	exact	Anomoeoneis sphaerophora	E.Pfitzer, 1871	149412	Anomoeoneis sphaerophora	E.Pfitzer, 1871	149412	
Cymbellaceae	149537	exact	Cymbellaceae	Greville, 1833	149537	Cymbellaceae	Greville, 1833	149537	
Cymbopleura	559270	exact	Cymbopleura	(K. Krammer) K. Krammer in Lange-Bertalot & Genkal, 1999	559270	Cymbopleura	(K. Krammer) K. Krammer in Lange-Bertalot & Genkal, 1999	559270	
Cymbopleura naviculiformis	623652	exact	Cymbopleura naviculiformis	(Auerswald ex Heiberg) Krammer, 2003	163980	Cymbella naviculiformis	Auerswald ex Heiberg, 1863	163980	
Cymbopleura rhomboidea	623908	exact	Cymbopleura rhomboidea	K.Krammer, 2003	623908	Cymbopleura rhomboidea	K.Krammer, 2003	623908	
Cymbopleura rhomboidea var. angusta	674535	exact	Cymbopleura rhomboidea var. angusta	K.Krammer, 2003	674535	Cymbopleura rhomboidea var. angusta	K.Krammer, 2003	674535	
Cymbopleura subaequalis	623805	exact	Cymbopleura subaequalis	(Grunow) Krammer, 2003	179777	Cymbella subaequalis	Grunow, 1880	179777	
Cymbopleura sublanceolata	623911	exact	Cymbopleura sublanceolata	K.Krammer, 2003	623911	Cymbopleura sublanceolata	K.Krammer, 2003	623911	
Cymbopleura amphicephala	621828	exact	Cymbopleura amphicephala	(Nägeli) Krammer, 2003	163956	Cymbella amphicephala	Näegeli, 1849	163956	
Cymbopleura hybrida	623913	exact	Cymbopleura hybrida	(Grunow ex Cleve) Krammer, 2003	179742	Cymbella hybrida	Grunow ex Cleve, 1894	179742	
Cymbopleura inaequaliformis	621854	exact	Cymbopleura inaequaliformis	Krammer, 2003	621854	Cymbopleura inaequaliformis	Krammer, 2003	621854	
Cymbopleura incerta	623928	exact	Cymbopleura incerta	(Grunow) Krammer, 2003	661353	Cymbella incerta	Grunow, 1878	661353	
Cymbopleura incertiformis	623929	exact	Cymbopleura incertiformis	K.Krammer, 2003	623929	Cymbopleura incertiformis	K.Krammer, 2003	623929	
Cymbopleura incertiformis var. laterostrata	674552	exact	Cymbopleura incertiformis var. laterostrata	K.Krammer, 2003	674552	Cymbopleura incertiformis var. laterostrata	K.Krammer, 2003	674552	
Cymbopleura angustata	574002	exact	Cymbopleura angustata	(W.Smith) Krammer, 2003	975084	Navicula angustata var. angustata	W. Smith, 1853	975084	
Cymbopleura florentiniformis	621844	exact	Cymbopleura florentiniformis	K.Krammer, 2003	621844	Cymbopleura florentiniformis	K.Krammer, 2003	621844	
Cymbopleura frequens	623914	exact	Cymbopleura frequens	Krammer, 2003	623914	Cymbopleura frequens	Krammer, 2003	623914	
Cymbopleura hercynica	621850	exact	Cymbopleura hercynica	(A.Schmidt) Krammer, 2003	661818	Cymbella hercynica	A.Schmidt, 1875	661818	
Cymbopleura lata	623876	exact	Cymbopleura lata	(Grunow) Krammer, 2003	179747	Cymbella lata	Grunow ex Cleve, 1894	179747	
Cymbopleura linearis	621868	exact	Cymbopleura linearis	(Foged) K.Krammer, 2003	696970	Cymbella naviculiformis var. linearis	Foged, 1981	696970	
Placoneis	175666	exact	Placoneis	C. Mereschkowsky, 1903	175666	Placoneis	C. Mereschkowsky, 1903	175666	
Placoneis clementis	175668	exact	Placoneis clementis	(Grunow) E.J.Cox, 1987	175668	Placoneis clementis	(Grunow) E.J.Cox, 1987	175668	
Placoneis elginensis	175671	exact	Placoneis elginensis	(Gregory) E.J.Cox, 1988	175673	Pinnularia elginensis	Gregory, 1856	175673	
Placoneis exigua	175680	exact	Placoneis exigua	(Gregory) Mereschkovsky, 1903	175683	Pinnularia exigua	W.Gregory, 1854	175683	
Placoneis gastrum	175690	exact	Placoneis gastrum	(Ehrenberg) Mereschkovsky, 1903	175690	Placoneis gastrum	(Ehrenberg) Mereschkovsky, 1903	175690	
Placoneis symmetrica	622417	exact	Placoneis symmetrica	(Hustedt) H. Lange-Bertalot in D. Metzeltin, H. Lange-Bertalot & F. García-Rodríguez, 2005	671445	Navicula constans var. symmetrica	Hustedt, 1957	671445	
Placoneis explanata	618204	exact	Placoneis explanata	(Hustedt) Lange-Bertalot, 2000	180552	Navicula explanata	Hustedt, 1948	180552	
Brebissonia	156943	exact	Brebissonia	A. Grunow, 1860	156943	Brebissonia	A. Grunow, 1860	156943	
Brebissonia lanceolata	163765	exact	Brebissonia lanceolata	(C.Agardh) Mahoney & Reimer, 1986	163766	Gomphonema lanceolatum	C.Agardh, 1831	163766	
Encyonema	149541	exact	Encyonema	Kütz., 1833	149541	Encyonema	Kütz., 1833	149541	
Encyonema cespitosum	704277	exact	Encyonema cespitosum		704277	Encyonema cespitosum		704277	
Encyonema cespitosum var. comensis	705310	exact	Encyonema cespitosum var. comensis	Krammer, 1997	705310	Encyonema cespitosum var. comensis	Krammer, 1997	705310	
Encyonema distinctum	617518	exact	Encyonema distinctum	Lange-Bertalot & Krammer in Krammer, 1997	617518	Encyonema distinctum	Lange-Bertalot & Krammer in Krammer, 1997	617518	
Encyonema elginense	164088	exact	Encyonema elginense	(Krammer) D.G.Mann, 1990	164088	Encyonema elginense	(Krammer) D.G.Mann, 1990	164088	
Encyonema fogedii	617522	exact	Encyonema fogedii	Krammer, 1997	617522	Encyonema fogedii	Krammer, 1997	617522	
Encyonema gaeumannii	610426	exact	Encyonema gaeumannii	(Meister) Krammer, 1997	179735	Cymbella gaeumannii	Meister, 1934	179735	
Encyonema hebridicum	610428	exact	Encyonema hebridicum	(Gregory) Grunow, 1891	610428	Encyonema hebridicum	(Gregory) Grunow, 1891	610428	
Encyonema hyndmanii	164098	exact	Encyonema hyndmanii	W.Sm.	164098	Encyonema hyndmanii	W.Sm.	164098	
Encyonema jemtlandicum	617537	exact	Encyonema jemtlandicum	Krammer, 1997	617537	Encyonema jemtlandicum	Krammer, 1997	617537	
Encyonema lacustre	164099	exact	Encyonema lacustre	(C.Agardh) F.W.Mills, 1934	164101	Schizonema lacustre	C.Agardh, 1824	164101	
Encyonema lange-bertalotii	617542	exact	Encyonema lange-bertalotii	Krammer, 1997	617542	Encyonema lange-bertalotii	Krammer, 1997	617542	
Encyonema latens	610431	exact	Encyonema latens	(Krasske) D.G.Mann, 1990	661508	Cymbella latens	Krasske, 1937	661508	
Encyonema lunatum	232084	exact	Encyonema lunatum	(W.Smith) Van Heurck, 1896	661814	Cymbella lunata	W.Smith, 1855	661814	
Encyonema minutiforme	617555	exact	Encyonema minutiforme	Krammer, 1997	617555	Encyonema minutiforme	Krammer, 1997	617555	
Encyonema minutum	172265	exact	Encyonema minutum	(Hilse) D.G.Mann, 1990	172266	Cymbella minuta	Hilse, 1862	172266	
Encyonema neogracile	617556	exact	Encyonema neogracile	Krammer, 1997	617556	Encyonema neogracile	Krammer, 1997	617556	
Encyonema neogracile var. tenuipunctata	675615	exact	Encyonema neogracile var. tenuipunctata	Krammer, 1997	675615	Encyonema neogracile var. tenuipunctata	Krammer, 1997	675615	
Encyonema norvegica	172267	exact	Encyonema norvegica	(Grunow in A.Schmidt et al.) Bukhtiyarova, 1995	172268	Cymbella norvegica	Grunow, 1875	172268	
Encyonema obscurum	610432	exact	Encyonema obscurum	(Krasske) D.G.Mann, 1990	661509	Cymbella obscura	Krasske, 1938	661509	
Encyonema pankowii	617561	exact	Encyonema pankowii	Lange-Bertalot & Krammer in Krammer, 1997	617561	Encyonema pankowii	Lange-Bertalot & Krammer in Krammer, 1997	617561	
Encyonema pergracile	617564	exact	Encyonema pergracile	Krammer, 1997	617564	Encyonema pergracile	Krammer, 1997	617564	
Encyonema perminutum	617565	exact	Encyonema perminutum	Krammer, 1997	617565	Encyonema perminutum	Krammer, 1997	617565	
