Sökterm	Matchstatus	Taxon id	Status	Vetenskapligt namn	Auktor	Svenskt namn	Kategori	Svensk förekomst	Guid	Synonymer	Rike	Fylum	Klass	Ordning	Familj	Släkte	Art
Ulnaria delicatissima	Exakt	262389	Accepterat	Ulnaria delicatissima	(W.Sm.) Aboal & P.C.Silva		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262389	Synedra delicatissima W.Sm.	Chromista	Gyrista	Bacillariophyceae	Licmophorales	Ulnariaceae	Ulnaria	
Ulnaria delicatissima var. angustissima	Exakt	256819	Accepterat	Ulnaria delicatissima var. angustissima	(Grunow) Aboal & P.C.Silva		Varietet	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 256819	Synedra acus var. angustissima Grunow	Chromista	Gyrista	Bacillariophyceae	Licmophorales	Ulnariaceae	Ulnaria	Ulnaria delicatissima
Eolimna	Exakt	1016156	Accepterat	Eolimna	Lange-Bert. & W.Schiller		Släkte		urn:lsid: dyntaxa.se:Taxon: 1016156	Eolimna Lange-Bert. & W.Schiller in W.Schiller & Lange-Bert.	Chromista	Gyrista	Bacillariophyceae	Naviculales	Sellaphoraceae		
Pseudo-nitzschia americana	Exakt	237676	Accepterat	Pseudo-nitzschia americana	(Hasle) G.A.Fryxell		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237676	Nitzschia americana Hasle	Chromista	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	
Cosmarium	Exakt	1010708	Accepterat	Cosmarium	Corda ex Ralfs		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010708		Plantae		Conjugatophyceae	Desmidiales	Desmidiaceae		
Ebriopsidaceae	Exakt	2003595	Accepterat	Ebriopsidaceae	Deflandre		Familj		urn:lsid: dyntaxa.se:Taxon: 2003595	Hermesinaceae 	Protozoa	Protozoa, phylum incertae sedis	Ebriophyceae	Ebriales			
Syracosphaerales	Exakt	3000555	Accepterat	Syracosphaerales	W.W.Hay		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000555		Chromista	Haptophyta	Coccolithophyceae				
Coccolithales	Exakt	3000554	Accepterat	Coccolithales	Schwarz		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000554		Chromista	Haptophyta	Coccolithophyceae				
Mamiellophyceae	Exakt	4000241	Accepterat	Mamiellophyceae	B.Marin & Melkonian		Klass		urn:lsid: dyntaxa.se:Taxon: 4000241		Plantae	Chlorophyta					
Dolichomastigales	Exakt	3000835	Accepterat	Dolichomastigales	B.Marin & Melkonian		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000835		Plantae	Chlorophyta	Mamiellophyceae				
Oltmannsiellopsidales	Exakt	3000838	Accepterat	Oltmannsiellopsidales	Takeshi Nakay. & al.		Ordning		urn:lsid: dyntaxa.se:Taxon: 3000838		Plantae	Chlorophyta	Ulvophyceae				
Coccidiniales	Exakt	3000674	Accepterat	Coccidiniales			Ordning		urn:lsid: dyntaxa.se:Taxon: 3000674		Chromista	Miozoa	Dinophyceae				
Radiococcaceae	Exakt	2003289	Accepterat	Radiococcaceae	Fott ex P.C.Silva		Familj		urn:lsid: dyntaxa.se:Taxon: 2003289		Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales			
Chlorochytriaceae	Exakt	2003918	Accepterat	Chlorochytriaceae			Familj		urn:lsid: dyntaxa.se:Taxon: 2003918		Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales			
Botryococcaceae	Exakt	6001040	Accepterat	Botryococcaceae	Wille		Familj		urn:lsid: dyntaxa.se:Taxon: 6001040		Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales			
Cyanobacteriaceae	Exakt	2003107	Accepterat	Cyanobacteriaceae			Familj		urn:lsid: dyntaxa.se:Taxon: 2003107		Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales			
Pleurochrysidaceae	Exakt	2003114	Accepterat	Pleurochrysidaceae	J.Fresnel & C.Billard		Familj		urn:lsid: dyntaxa.se:Taxon: 2003114		Chromista	Haptophyta	Coccolithophyceae	Coccolithales			
Dolichomastigaceae	Exakt	2003920	Accepterat	Dolichomastigaceae	B.Marin & Melkonian		Familj		urn:lsid: dyntaxa.se:Taxon: 2003920		Plantae	Chlorophyta	Mamiellophyceae	Dolichomastigales			
Rhynchopodaceae	Exakt	2003654	Accepterat	Rhynchopodaceae			Familj		urn:lsid: dyntaxa.se:Taxon: 2003654		Protozoa	Euglenophyta	Euglenophyceae	Euglenophyceae, ordo incertae sedis			
Bathycoccaceae	Exakt	2003894	Accepterat	Bathycoccaceae	B.Marin & Melkonian		Familj		urn:lsid: dyntaxa.se:Taxon: 2003894		Plantae	Chlorophyta	Mamiellophyceae	Mamiellales			
Symphyonemataceae	Exakt	2003906	Accepterat	Symphyonemataceae	Hoffman, Komárek & Kastovsky		Familj		urn:lsid: dyntaxa.se:Taxon: 2003906		Bacteria	Cyanobacteria	Cyanophyceae	Nostocales			
Stigonemataceae	Exakt	2003101	Accepterat	Stigonemataceae	(Bornet & Flahault) Borzì		Familj		urn:lsid: dyntaxa.se:Taxon: 2003101		Bacteria	Cyanobacteria	Cyanophyceae	Nostocales			
Oltmannsiellopsidaceae	Exakt	2003922	Accepterat	Oltmannsiellopsidaceae	Takeshi Nakay. & al.		Familj		urn:lsid: dyntaxa.se:Taxon: 2003922		Plantae	Chlorophyta	Ulvophyceae	Oltmannsiellopsidales			
Lessardiaceae	Exakt	2003226	Accepterat	Lessardiaceae	Carbonell-Moore		Familj		urn:lsid: dyntaxa.se:Taxon: 2003226		Chromista	Miozoa	Dinophyceae	Peridiniales			
Bolbocoleonaceae	Exakt	2003898	Accepterat	Bolbocoleonaceae	O'Kelly & Rinkel		Familj		urn:lsid: dyntaxa.se:Taxon: 2003898		Plantae	Chlorophyta	Ulvophyceae	Ulvales			
Peniaceae	Exakt	2002557	Accepterat	Peniaceae	Haeckel		Familj		urn:lsid: dyntaxa.se:Taxon: 2002557		Plantae		Conjugatophyceae	Desmidiales			
Coleofasciculus	Exakt	1016276	Accepterat	Coleofasciculus	(Thur. ex Gomont) M.Siegesmund, J.R.Johansen & T.Friedl		Släkte		urn:lsid: dyntaxa.se:Taxon: 1016276	Coleofasciculus Siegesmund, J.R.Johans. & Friedl	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Coleofasciculaceae		
Tripos	Exakt	6018282	Accepterat	Tripos	Bory		Släkte		urn:lsid: dyntaxa.se:Taxon: 6018282		Chromista	Miozoa	Dinophyceae	Gonyaulacales	Ceratiaceae		
Nitella	Exakt	1006637	Accepterat	Nitella	C.Agardh	slinken	Släkte		urn:lsid: dyntaxa.se:Taxon: 1006637	slinke 	Plantae		Charophyceae	Charales	Characeae		
Pleurotaenium	Exakt	1010712	Accepterat	Pleurotaenium	Nägeli		Släkte		urn:lsid: dyntaxa.se:Taxon: 1010712		Plantae		Conjugatophyceae	Desmidiales	Desmidiaceae		
Oltmannsiellopsis	Exakt	1016214	Accepterat	Oltmannsiellopsis	Chihara & I.Inouye		Släkte		urn:lsid: dyntaxa.se:Taxon: 1016214		Plantae	Chlorophyta	Ulvophyceae	Oltmannsiellopsidales	Oltmannsiellopsidaceae		
Chlorogloea	Exakt	1016263	Accepterat	Chlorogloea	Wille		Släkte		urn:lsid: dyntaxa.se:Taxon: 1016263		Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Entophysalidaceae		
Mayamaea	Exakt	1016143	Accepterat	Mayamaea	Lange-Bert.		Släkte		urn:lsid: dyntaxa.se:Taxon: 1016143		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculales, genera incertae sedis		
Isocystis	Exakt	1014027	Accepterat	Isocystis	Borzí ex Bornet et Flahault, 1888		Släkte		urn:lsid: dyntaxa.se:Taxon: 1014027		Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae		
Gonatozygon	Exakt	1015147	Accepterat	Gonatozygon	de Bary, 1858		Släkte		urn:lsid: dyntaxa.se:Taxon: 1015147		Plantae		Conjugatophyceae	Desmidiales	Gonatozygaceae		
Stigonema	Exakt	1010162	Accepterat	Stigonema	C.Agardh ex Bornet & Flahault	pricktrådar	Släkte		urn:lsid: dyntaxa.se:Taxon: 1010162		Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Stigonemataceae		
Sargassum muticum	Exakt	232761	Accepterat	Sargassum muticum	(Yendo) Fensholt	japansk sargassotång	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232761	"Sargassum kjellmanianum f. muticum Yendo;sargassosnärje ;sargassum ;sargassosnärja "	Chromista	Gyrista	Phaeophyceae	Fucales	Sargassaceae	Sargassum	
Leathesia marina	Exakt	232680	Accepterat	Leathesia marina	(Lyngb.) Decne.	murkelalg	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232680	"Chaetophora marina Lyngb.;Leathesia tuberiformis Gray;Corynephora baltica Kütz.;slemklumping ;Leathesia difformis Aresch."	Chromista	Gyrista	Phaeophyceae	Ectocarpales	Chordariaceae	Leathesia	
Ulvaria splendens	Exakt	232810	Accepterat	Ulvaria splendens	(Rupr.) K.L.Vinogr.	mörk havssallat	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232810	"Ulva splendens Rupr.;Ulvaria fusca (Wittr.) K.L.Vinogr.;Ulvaria fusca Rupr.;Monostroma fuscum Wittr."	Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulvaria	
Vaucheria woroniniana	Exakt	263251	Accepterat	Vaucheria woroniniana	Heering		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263251		Chromista	Gyrista	Xanthophyceae	Vaucheriales	Vaucheriaceae	Vaucheria	
Chara braunii	Exakt	324	Accepterat	Chara braunii	C.C.Gmel.	barklöst sträfse	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 324	"Chara braunii S.G.Gmel.;barklös sträfse "	Plantae		Charophyceae	Charales	Characeae	Chara	
Chara globularis	Exakt	225244	Accepterat	Chara globularis	Thuill.	skörsträfse	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 225244		Plantae		Charophyceae	Charales	Characeae	Chara	
Nitella flexilis	Exakt	225256	Accepterat	Nitella flexilis	(L.) C.Agardh	glansslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 225256	Chara flexilis L.	Plantae		Charophyceae	Charales	Characeae	Nitella	
Nitella hyalina	Exakt	235064	Accepterat	Nitella hyalina	(DC.) C.A. Agardh	glas-slinke	Art	Ej påträffad	urn:lsid: dyntaxa.se:Taxon: 235064	"Chara hyalina DC.;glasslinke "	Plantae		Charophyceae	Charales	Characeae	Nitella	
Tolypella glomerata	Exakt	1564	Accepterat	Tolypella glomerata	(Desv.) Leonh.	trubbrufse	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 1564		Plantae		Charophyceae	Charales	Characeae	Tolypella	
Navicula recens	Exakt	262876	Accepterat	Navicula recens	(Lange-Bert.) Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262876		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula slesvicensis	Exakt	262888	Accepterat	Navicula slesvicensis	Grunow		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262888		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Chara curta	Exakt	235055	Accepterat	Chara aspera var. nodulifera	A.Braun ex Leonhardi.	stubbsträfse	Varietet	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 235055	"Chara aspera var. crassior Kütz.;Chara curta Nolte ex Kütz."	Plantae		Charophyceae	Charales	Characeae	Chara	Chara aspera
Chara virgata	Exakt	235061	Accepterat	Chara virgata	Kütz	papillsträfse	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 235061	"Chara delicatula C.Agardh;Chara globularis var. virgata "	Plantae		Charophyceae	Charales	Characeae	Chara	
Nitella capillaris	Exakt	1087	Accepterat	Nitella capillaris	(Krock.) J.Groves & Bull.-Webst.	vårslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 1087	"Nitella capitata (Nees) C.Agardh;Chara capillaris Krock.;Chara capitata Nees"	Plantae		Charophyceae	Charales	Characeae	Nitella	
Nitella confervacea	Exakt	1086	Accepterat	Nitella confervacea	(Bréb.) A.Braun ex. Leonh.	dvärgslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 1086	"Nitella gracilis var. confervacea Bréb.;Nitella nordstedtiana H.Groves & J.Groves;Nitella gracilis var. nordstedtiana (H.Groves & J.Groves) R.D.Wood"	Plantae		Charophyceae	Charales	Characeae	Nitella	
Nitella gracilis	Exakt	1088	Accepterat	Nitella gracilis	(Sm.) C.Agardh	spädslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 1088	Chara gracilis Sm.	Plantae		Charophyceae	Charales	Characeae	Nitella	
Nitella mucronata	Exakt	1089	Accepterat	Nitella mucronata	(A.Braun) Miq.	uddslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 1089	"Nitella furcata subsp. mucronata (A.Braun) R.D.Wood;Chara mucronata A.Braun;Nitella furcata ssp. mucronata (A.Braun) R.D.Wood"	Plantae		Charophyceae	Charales	Characeae	Nitella	
Nitella tenuissima	Exakt	1091	Accepterat	Nitella tenuissima	(Desv.) Kütz.	pärlslinke	Art	Möjligen nationellt utdöd	urn:lsid: dyntaxa.se:Taxon: 1091	Chara tenuissima Desv.	Plantae		Charophyceae	Charales	Characeae	Nitella	
Nitella translucens	Exakt	1092	Accepterat	Nitella translucens	(Pers.) C.Agardh	grovslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 1092	Chara translucens Pers.	Plantae		Charophyceae	Charales	Characeae	Nitella	
Tolypella intricata	Exakt	1565	Accepterat	Tolypella intricata	(Roth) Leonh.	uddrufse	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 1565		Plantae		Charophyceae	Charales	Characeae	Tolypella	
Tolypella prolifera	Exakt	235065	Accepterat	Tolypella prolifera	(Ziz ex A.Braun) Leonh.		Art	Ej påträffad	urn:lsid: dyntaxa.se:Taxon: 235065		Plantae		Charophyceae	Charales	Characeae	Tolypella	
Nitella opaca	Exakt	225259	Accepterat	Nitella opaca	(C.Agardh ex Bruzelius) C.Agardh	mattslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 225259	Chara opaca C.Agardh ex Bruzelius	Plantae		Charophyceae	Charales	Characeae	Nitella	
Navicula rhynchotella	Exakt	262878	Accepterat	Navicula rhynchotella	Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262878		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula digitoconvergens	Exakt	262328	Accepterat	Navicula digitoconvergens	Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262328		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula kohlmaieri	Exakt	262342	Accepterat	Navicula kohlmaieri	Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262342		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Gloeocapsa biformis	Exakt	263419	Accepterat	Gloeocapsa biformis	Erceg.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263419		Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Gloeocapsa	
Pyramimonas disomata	Exakt	238962	Accepterat	Pyramimonas disomata	McFadden, Hill & Wetherbee, 1986		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238962		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
Tetraselmis subcordiformis	Exakt	238995	Accepterat	Tetraselmis subcordiformis	(Wille) Butcher		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 238995		Plantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	
Pyramimonas propulsa	Exakt	238974	Accepterat	Pyramimonas propulsa	(Butcher) Moestrup & Hill, 1991		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 238974		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
Nitella wahlbergiana	Exakt	235063	Accepterat	Nitella wahlbergiana	Wallman	nordslinke	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 235063		Plantae		Charophyceae	Charales	Characeae	Nitella	
Pyramimonas grossii	Exakt	238964	Accepterat	Pyramimonas grossii	Parke, 1949 emend. Manton, 1969		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238964		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
Hippodonta lesmonensis	Exakt	237572	Accepterat	Hippodonta lesmonensis	(Hust.) Lange-Bert., Metzeltin & Witkowski		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237572	Navicula lesmonensis Hust.	Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Hippodonta	
Tripos muelleri	Exakt	238319	Accepterat	Tripos muelleri	Bory		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238319	"Ceratium tripos (O.F.Müll.) Nitzsch;Cercaria tripos O.F.Müll.;Cercaria tripos O.F.Müller, 1776;Peridinium tripos (O.F.Müll.) Ehrenb.;Ceratophorus tripos (O.F.Müll.) Diesing"	Chromista	Miozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	
Pyramimonas moestrupii	Exakt	6018080	Accepterat	Pyramimonas moestrupii	McFadden		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 6018080		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
Pyramimonas octopus	Exakt	238971	Accepterat	Pyramimonas octopus	Moestrup & Aa. Kristiansen in Moestrup, Hori & Kristiansen, 1987		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238971		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
Pyramimonas cirolanae	Exakt	238960	Accepterat	Pyramimonas cirolanae	Pennick, 1982		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238960		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
Pyramimonas mantoniae	Exakt	238966	Accepterat	Pyramimonas mantoniae	Moestrup & Hill, 1993		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238966		Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	
